               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.036174,            0.028811,           0.0002606,             0.89915,             0.79154,             0.87409,             0.61865,            0.032044,            0.016114,          0.00064259,            0.001684,            0.001684,            0.001684
                  86,            0.036178,            0.028931,          0.00026651,             0.89745,             0.79328,              0.8745,             0.61913,            0.032057,            0.016114,          0.00065366,            0.001585,            0.001585,            0.001585
                  87,            0.035978,            0.028624,          0.00025029,             0.90219,             0.79247,             0.87408,             0.61902,            0.032067,            0.016118,          0.00065307,            0.001486,            0.001486,            0.001486
                  88,            0.035961,            0.029066,          0.00021298,             0.90061,             0.79275,             0.87399,             0.61902,            0.032085,            0.016126,          0.00065339,            0.001387,            0.001387,            0.001387
                  89,            0.035819,            0.028822,          0.00021995,             0.90119,              0.7939,             0.87332,             0.61872,            0.032106,            0.016137,          0.00064932,            0.001288,            0.001288,            0.001288
                  90,            0.035823,            0.028694,          0.00021599,             0.90268,             0.79377,             0.87374,             0.61897,            0.032116,            0.016139,          0.00064954,            0.001189,            0.001189,            0.001189
                  91,            0.035775,            0.028684,          0.00021905,             0.89871,             0.79454,             0.87283,              0.6189,             0.03213,            0.016142,          0.00064901,             0.00109,             0.00109,             0.00109
                  92,            0.035487,            0.028362,          0.00020203,              0.9003,             0.79564,             0.87285,             0.61942,            0.032133,             0.01615,           0.0006576,            0.000991,            0.000991,            0.000991
                  93,            0.035455,            0.028277,          0.00018145,             0.90103,             0.79556,             0.87275,             0.61967,            0.032147,             0.01616,          0.00065757,            0.000892,            0.000892,            0.000892
                  94,            0.035403,            0.028264,          0.00022718,             0.90133,             0.79405,             0.87337,              0.6202,            0.032159,            0.016172,          0.00065302,            0.000793,            0.000793,            0.000793
                  95,             0.03513,            0.027945,          0.00021564,             0.90049,             0.79357,             0.87351,             0.62056,            0.032164,             0.01618,          0.00064305,            0.000694,            0.000694,            0.000694
                  96,            0.035371,            0.028372,          0.00016854,             0.90052,             0.79386,             0.87369,             0.62068,            0.032177,            0.016198,          0.00064048,            0.000595,            0.000595,            0.000595
                  97,            0.034696,             0.02762,          0.00018987,             0.89944,             0.79379,             0.87415,             0.62103,            0.032183,            0.016211,          0.00063741,            0.000496,            0.000496,            0.000496
                  98,            0.034911,            0.027876,          0.00017443,             0.89891,             0.79376,             0.87396,             0.62157,            0.032187,            0.016223,          0.00063917,            0.000397,            0.000397,            0.000397
                  99,             0.03496,            0.027716,          0.00019918,             0.90004,             0.79299,               0.874,             0.62163,            0.032195,            0.016233,          0.00063919,            0.000298,            0.000298,            0.000298
